Kms_Driven,modelYear,centralVariantId,variantName,price,Mileage,Engine_Displacement,Max Power,Max Torque,No of Cylinder,BoreX Stroke,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Turning Radius,Front Brake Type,Rear Brake Type,Alloy Wheel Size,No Door Numbers,Ground Clearance Unladen,Cargo Volumn,Compression Ratio,Acceleration,Top Speed,city,bt,oem,model,Registration Year,Insurance Validity,Fuel Type,Seating_Capacity,RTO,Ownership,Transmission,Color,Engine Type,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Tyre Type
10,2019,10403,69.81260057098365,545000,22.38,1197,88.5,113.0,4.0,72.6523747368421,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,875.0,1335.0,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,268.0,12.667795612627074,12.854019118869493,175.7024856765095,5,2,20,179,195,4,4,3,423,1,1,116,287,3,49,0,0,16,12,1,5
50,2014,1820,1.6,450000,17.1,1591,121.3,154.9,4.0,77.0,4370.0,1700.0,1475.0,2570.0,1458.3461457676958,1459.0579069277742,1280.0,1663.445324881141,5.2,236.0,185.39999999999998,16,4.0,175.14117647058825,465.0,10.5,12.854019118869493,175.7024856765095,5,8,9,86,12,4,4,3,409,3,1,86,450,3,49,0,0,8,12,4,26
19,2022,10362,69.81260057098365,597000,35.6,998,55.92,82.1,3.0,72.6523747368421,3695.0,1655.0,1555.0,2435.0,1430.0,1440.0,905.0,1320.0,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,5,2,20,160,162,2,0,3,409,1,1,86,296,3,49,0,0,16,12,1,23
84,2015,10403,69.81260057098365,330000,22.38,1197,88.5,113.0,4.0,72.6523747368421,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,875.0,1335.0,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,268.0,12.667795612627074,12.854019118869493,175.7024856765095,5,2,20,179,191,2,4,3,422,3,1,116,287,3,49,0,0,16,12,1,5
7,2015,1193,69.81260057098365,595000,16.5,1198,86.8,109.0,4.0,72.6523747368421,3610.0,1680.0,1500.0,2345.0,1480.0,1465.0,970.0,1663.445324881141,4.7,236.0,185.39999999999998,14,5.0,175.14117647058825,175.0,12.667795612627074,16.0,185.0,5,2,8,61,224,2,4,3,415,3,0,57,475,8,64,0,0,8,12,4,26
50,2017,5626,69.81260057098365,500000,17.4,1497,117.6,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1490.0,1480.0,1061.0,1436.0,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,10.3,9.64,189.0,5,8,8,63,140,4,4,3,409,1,1,57,469,8,69,0,0,8,12,4,26
52,2013,56,2.0,1075000,17.68,1968,174.33,380.0,4.0,72.6523747368421,4915.0,2086.0,1455.0,2912.0,1627.0,1618.0,1660.0,2165.0,5.95,236.0,185.39999999999998,17,4.0,175.14117647058825,530.0,12.667795612627074,8.2,222.0,5,8,0,4,29,2,1,3,409,1,0,138,382,3,4,3,0,68,12,4,26
15,2021,7988,69.81260057098365,835000,17.33,1199,118.35,170.0,3.0,72.6523747368421,3993.0,1811.0,1606.0,2498.0,1458.3461457676958,1459.0579069277742,1345.0,1663.445324881141,5.1,236.0,185.39999999999998,0,5.0,175.14117647058825,350.0,12.667795612627074,12.854019118869493,175.7024856765095,5,7,29,265,230,2,4,3,413,1,1,42,60,3,49,0,0,21,12,1,26
50,2009,1591,1.2,175000,20.36,1197,78.9,111.7,4.0,71.0,3585.0,1595.0,1550.0,2380.0,1400.0,1385.0,930.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,13,4.0,175.14117647058825,361.810963801579,10.5,12.854019118869493,175.7024856765095,5,2,9,89,7,4,4,3,413,3,1,86,344,4,49,0,0,8,12,4,26
80,1985,1125,69.81260057098365,495000,12.8,1817,75.0,130.0,4.0,72.6523747368421,4325.0,1662.0,1593.0,2464.0,1408.0,1356.0,1104.0,1554.0,5.4,236.0,228.6,15,4.0,175.14117647058825,361.810963801579,8.5,18.3,129.0,5,8,7,0,20,2,4,3,409,1,1,9,278,8,49,0,0,8,12,4,26
58,2017,5626,69.81260057098365,550000,17.4,1497,117.6,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1490.0,1480.0,1061.0,1436.0,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,10.3,9.64,189.0,5,8,8,63,33,4,4,3,409,1,1,116,469,8,69,0,0,8,12,4,26
14,2021,7729,69.81260057098365,1025000,17.7,1497,113.18,143.8,4.0,72.6523747368421,4440.0,1729.0,1475.0,2600.0,1458.3461457676958,1459.0579069277742,1180.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,4.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,5,8,9,86,213,4,4,3,423,1,1,9,83,7,56,0,0,21,12,1,23
80,2014,1471,69.81260057098365,350000,16.3,1797,147.5,177.5,4.0,81.0,4530.0,1775.0,1470.0,2700.0,1569.0,1582.0,1329.0,1640.0,5.3,236.0,185.39999999999998,16,4.0,175.14117647058825,420.0,10.3,12.07,191.0,5,8,9,75,12,4,4,3,414,4,1,86,242,3,61,0,0,22,12,4,26
45,2017,5382,2.0,775000,14.59,1999,149.92,192.2,4.0,72.6523747368421,4570.0,1800.0,1465.0,2700.0,1555.0,1564.0,1280.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,4.0,175.14117647058825,420.0,12.667795612627074,12.854019118869493,210.0,5,8,9,75,85,4,4,3,416,1,1,116,340,3,49,0,0,21,12,4,26
1,2014,10244,69.81260057098365,306000,22.41,1197,88.5,113.0,4.0,72.6523747368421,3995.0,1735.0,1515.0,2450.0,1458.3461457676958,1459.0579069277742,880.0,1335.0,4.8,236.0,185.39999999999998,0,4.0,160.0,378.0,12.667795612627074,12.854019118869493,175.7024856765095,5,8,20,180,48,4,4,3,422,1,1,116,278,3,49,0,0,8,12,1,23
98,2016,3962,1.2,432000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1515.0,1525.0,870.0,1340.0,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,339.0,12.667795612627074,12.36,180.0,5,2,20,157,50,2,4,3,422,1,1,110,455,3,49,0,0,8,12,4,26
40,2013,4670,220.0,1080000,14.84,2143,170.0,400.0,4.0,72.6523747368421,4591.0,1770.0,1447.0,2760.0,1549.0,1552.0,1610.0,2115.0,5.42,236.0,185.39999999999998,16,4.0,175.14117647058825,475.0,16.2,8.5,228.0,5,8,21,197,66,2,1,3,409,1,0,138,196,3,23,0,0,44,16,4,26
84,2014,10244,69.81260057098365,314000,22.41,1197,88.5,113.0,4.0,72.6523747368421,3995.0,1735.0,1515.0,2450.0,1458.3461457676958,1459.0579069277742,880.0,1335.0,4.8,236.0,185.39999999999998,0,4.0,160.0,378.0,12.667795612627074,12.854019118869493,175.7024856765095,5,8,20,180,206,2,4,3,409,3,1,116,278,3,49,0,0,8,12,1,23
72,2014,4310,69.81260057098365,269000,20.51,998,67.04,90.0,3.0,69.0,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,885.0,1350.0,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,180.0,12.667795612627074,18.6,152.0,5,2,20,184,100,2,4,3,409,3,1,116,295,3,49,0,0,8,12,4,19
65,2015,4049,69.81260057098365,521000,20.77,1248,88.76,200.0,4.0,69.6,4265.0,1695.0,1685.0,2740.0,1480.0,1490.0,1235.0,1845.0,5.2,236.0,185.39999999999998,0,5.0,175.14117647058825,135.0,17.6,13.3,160.0,5,4,20,165,83,2,1,5,414,1,1,57,220,3,4,3,0,9,12,4,26
85,2015,10244,69.81260057098365,342000,22.41,1197,88.5,113.0,4.0,72.6523747368421,3995.0,1735.0,1515.0,2450.0,1458.3461457676958,1459.0579069277742,880.0,1335.0,4.8,236.0,185.39999999999998,0,4.0,160.0,378.0,12.667795612627074,12.854019118869493,175.7024856765095,5,8,20,180,120,2,4,3,414,1,1,86,278,3,49,0,0,8,12,1,23
70,2011,3903,69.81260057098365,150000,19.7,796,46.3,62.0,3.0,68.5,3495.0,1475.0,1460.0,2360.0,1295.0,1290.0,705.0,1140.0,4.6,236.0,185.39999999999998,12,5.0,175.14117647058825,361.810963801579,12.667795612627074,17.7,137.0,5,2,20,154,9,4,4,3,413,3,1,86,278,8,49,0,0,8,12,4,26
48,2017,6067,80.0,407000,18.15,1198,82.0,115.0,3.0,72.6523747368421,3700.0,1735.0,1655.0,2385.0,1490.0,1490.0,935.0,1663.445324881141,5.05,236.0,185.39999999999998,0,5.0,175.14117647058825,243.0,12.667795612627074,14.5,160.0,5,2,17,134,140,4,4,4,409,1,1,138,487,3,49,0,0,8,12,4,26
8,2019,6667,69.81260057098365,459999,20.3,1086,68.0,99.0,4.0,72.6523747368421,3610.0,1645.0,1560.0,2400.0,1463.0,1481.0,1050.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,235.0,12.667795612627074,12.854019118869493,175.7024856765095,5,2,9,81,124,5,4,3,419,1,1,116,30,3,49,0,0,8,12,4,26
10,2020,6834,69.81260057098365,725000,19.33,1199,86.83,113.0,3.0,72.6523747368421,3990.0,1755.0,1523.0,2501.0,1458.3461457676958,1459.0579069277742,1025.0,1663.445324881141,5.0,236.0,185.39999999999998,16,5.0,175.14117647058825,345.0,12.667795612627074,12.854019118869493,175.7024856765095,5,2,29,253,18,4,4,3,420,1,1,86,47,3,49,0,0,16,12,1,26
67,2012,3075,2.0,340000,20.0,1968,108.5,250.0,4.0,72.6523747368421,4569.0,1769.0,1485.0,2578.0,1458.3461457676958,1459.0579069277742,1389.0,1971.0,5.1,236.0,185.39999999999998,16,4.0,175.14117647058825,560.0,9.6,12.854019118869493,175.7024856765095,5,8,28,247,135,4,1,3,409,1,1,66,400,3,23,3,0,8,12,4,26
10,2020,6834,69.81260057098365,735000,19.33,1199,86.83,113.0,3.0,72.6523747368421,3990.0,1755.0,1523.0,2501.0,1458.3461457676958,1459.0579069277742,1025.0,1663.445324881141,5.0,236.0,185.39999999999998,16,5.0,175.14117647058825,345.0,12.667795612627074,12.854019118869493,175.7024856765095,5,2,29,253,18,4,4,3,420,1,1,86,47,3,49,0,0,16,12,1,26
50,2018,1445,1.6,1200000,19.67,1582,126.2,259.9,4.0,72.6523747368421,4270.0,1780.0,1630.0,2590.0,1458.3461457676958,1459.0579069277742,1300.0,1663.445324881141,5.3,236.0,185.39999999999998,17,5.0,175.14117647058825,400.0,12.667795612627074,10.5,190.0,5,7,9,73,16,4,1,3,409,1,1,86,421,3,6,3,0,21,12,4,13
60,2011,4401,69.81260057098365,145000,19.0,998,67.1,90.0,3.0,72.6523747368421,3600.0,1475.0,1595.0,2360.0,1295.0,1290.0,845.0,1275.0,4.6,236.0,185.39999999999998,13,5.0,175.14117647058825,361.810963801579,12.667795612627074,16.26,160.0,5,2,20,188,9,4,4,3,409,4,1,110,289,3,49,0,0,8,12,4,23
60,2017,3980,69.81260057098365,350000,23.1,998,67.04,90.0,3.0,73.0,3715.0,1635.0,1565.0,2425.0,1420.0,1410.0,835.0,1250.0,4.7,236.0,185.39999999999998,0,5.0,175.14117647058825,235.0,11.0,15.05,150.0,5,2,20,160,15,4,4,3,409,4,1,86,293,3,53,0,0,9,12,4,23
34,2014,106,2.0,1950000,14.16,1968,174.3,380.0,4.0,72.6523747368421,4629.0,2089.0,1655.0,2807.0,1617.0,1614.0,1830.0,2430.0,5.8,236.0,185.39999999999998,17,5.0,175.14117647058825,540.0,12.667795612627074,9.0,200.0,5,7,0,9,30,2,1,3,409,1,0,14,387,3,4,3,0,44,9,4,26
60,2012,3894,69.81260057098365,300000,19.0,998,66.1,90.0,3.0,73.0,3500.0,1600.0,1490.0,2360.0,1405.0,1400.0,860.0,1320.0,4.5,236.0,185.39999999999998,13,5.0,175.14117647058825,361.810963801579,10.0,12.854019118869493,175.7024856765095,5,2,20,153,10,4,4,3,427,1,1,86,289,3,49,0,0,8,12,4,26
1,2014,2277,2.5,695000,12.99,2494,100.6,200.0,4.0,72.6523747368421,4585.0,1760.0,1760.0,2750.0,1510.0,1510.0,1600.0,2300.0,5.4,236.0,185.39999999999998,0,5.0,175.14117647058825,300.0,12.667795612627074,13.3,155.0,5,4,30,289,206,2,1,5,409,1,1,14,159,3,6,3,0,8,16,4,26
45,2014,8046,3.0,5600000,12.65,3993,296.0,400.0,4.0,72.6523747368421,4879.0,2220.0,1803.0,2923.0,1690.0,1685.0,2115.0,1663.445324881141,6.05,236.0,185.39999999999998,20,5.0,175.14117647058825,780.0,12.667795612627074,7.2,210.0,5,7,14,115,67,4,1,3,409,1,0,138,278,3,23,2,1,68,4,4,26
56,2013,2149,1.8,399000,14.53,1798,138.0,173.0,4.0,72.6523747368421,4540.0,1760.0,1480.0,2600.0,1530.0,1535.0,1180.0,1640.0,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,361.810963801579,12.667795612627074,10.42,205.0,5,8,30,281,189,4,4,3,409,4,1,9,162,3,33,0,0,21,12,4,26
7,2022,8311,6.0,2109000,14.08,1956,167.67,350.0,4.0,72.6523747368421,4661.0,1894.0,1786.0,2741.0,1458.3461457676958,1459.0579069277742,1825.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,18,5.0,175.14117647058825,73.0,12.667795612627074,12.854019118869493,175.7024856765095,5,7,29,264,145,4,1,4,409,1,0,9,321,3,49,3,0,31,12,4,23
25,2021,8311,6.0,2000000,14.08,1956,167.67,350.0,4.0,72.6523747368421,4661.0,1894.0,1786.0,2741.0,1458.3461457676958,1459.0579069277742,1825.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,18,5.0,175.14117647058825,73.0,12.667795612627074,12.854019118869493,175.7024856765095,5,7,29,264,144,2,1,4,423,1,0,117,321,3,49,3,0,31,12,4,23
39,2012,4349,69.81260057098365,217000,18.9,998,67.1,90.0,3.0,72.6523747368421,3595.0,1475.0,1700.0,2400.0,1295.0,1290.0,870.0,1350.0,4.6,236.0,185.39999999999998,13,4.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,5,2,20,184,188,2,4,3,416,1,1,116,289,3,49,0,0,8,12,4,23
96,2018,7798,5.0,886000,19.264094886860857,2179,152.87,360.0,4.0,72.6523747368421,4585.0,1890.0,1785.0,2700.0,1600.0,1600.0,1595.0,2510.0,5.6,236.0,185.39999999999998,0,5.0,175.14117647058825,361.810963801579,16.5,12.854019118869493,175.7024856765095,5,7,17,147,141,2,1,5,423,1,1,86,499,3,23,3,0,21,12,4,19
50,2016,1665,1.2,550000,17.19,1197,81.86,114.73,4.0,72.6523747368421,3995.0,1760.0,1555.0,2570.0,1458.3461457676958,1459.0579069277742,1040.0,1663.445324881141,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,285.0,12.667795612627074,14.0,160.0,5,2,9,91,14,4,4,3,423,1,1,86,450,3,49,0,0,8,12,4,26
30,2019,7428,69.81260057098365,327000,22.25,799,53.26,72.0,3.0,72.6523747368421,3731.0,1579.0,1474.0,2518.3531511570654,1458.3461457676958,1459.0579069277742,690.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,279.0,12.667795612627074,12.854019118869493,175.7024856765095,5,2,27,238,142,4,4,3,420,1,1,110,6,3,49,0,0,8,12,1,5
1,2016,2252,4.0,1775000,12.55,2982,168.5,360.0,4.0,72.6523747368421,4705.0,1840.0,1850.0,2750.0,1540.0,1540.0,1880.0,2510.0,5.6,236.0,185.39999999999998,17,5.0,175.14117647058825,296.0,12.667795612627074,9.6,176.0,5,7,30,285,32,2,1,5,409,1,0,138,205,3,6,3,0,9,12,4,26
54,2017,5475,69.81260057098365,487000,17.5,1199,88.7,110.0,4.0,72.6523747368421,3999.0,1734.0,1601.0,2555.0,1458.3461457676958,1459.0579069277742,1084.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,363.0,12.667795612627074,15.31,164.26,5,7,8,69,122,4,4,3,423,1,1,14,476,8,53,0,0,8,12,1,26
32,2016,1781,1.6,612000,23.9,1582,126.2,259.9,4.0,77.2,4375.0,1700.0,1475.0,2570.0,1458.3461457676958,1459.0579069277742,1270.0,1663.445324881141,5.2,236.0,185.39999999999998,16,4.0,175.14117647058825,465.0,17.3,10.62,190.0,5,8,9,86,192,5,1,3,409,1,1,116,427,3,6,3,0,22,12,4,13
1,2015,1579,1.1,310000,19.81,1086,68.05,99.04,4.0,72.6523747368421,3585.0,1595.0,1550.0,2380.0,1400.0,1385.0,860.0,1663.445324881141,4.7,236.0,185.39999999999998,0,5.0,175.14117647058825,225.0,12.667795612627074,14.3,165.0,5,2,9,89,13,4,4,3,409,1,1,86,265,8,49,0,0,8,12,4,13
30,2014,1725,69.81260057098365,245000,17.92,1086,62.1,96.1,3.0,72.6523747368421,3565.0,1525.0,1590.0,2380.0,1315.0,1300.0,805.0,1663.445324881141,4.4,236.0,185.39999999999998,13,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,5,2,9,82,12,4,4,3,409,3,1,55,344,8,49,0,0,8,12,4,26
66,2018,2074,4.0,1980000,19.6,2400,190.0,440.0,5.0,81.0,4637.0,2097.0,1539.0,2774.0,1619.0,1577.0,1776.0,2230.0,5.65,236.0,185.39999999999998,0,4.0,175.14117647058825,380.0,12.667795612627074,7.0,210.0,5,8,32,309,176,2,1,3,414,1,0,116,236,3,6,3,0,21,9,4,26
38,2021,2098,5.0,4500000,11.2,2400,215.0,440.0,5.0,81.0,4644.0,2120.0,1713.0,2774.0,1632.0,1586.0,1875.0,1663.445324881141,5.8,236.0,185.39999999999998,18,5.0,175.14117647058825,495.0,12.667795612627074,8.3,205.0,5,7,32,314,107,2,1,3,413,1,0,138,398,3,6,3,0,22,9,4,26
80,2018,5624,69.81260057098365,650000,17.4,1497,117.3,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1490.0,1480.0,1058.0,1433.0,5.3,236.0,185.39999999999998,0,4.0,175.14117647058825,510.0,10.3,9.64,189.0,5,8,8,63,16,4,4,3,409,1,1,86,469,8,69,0,0,8,12,4,26
60,2015,1842,1.6,750000,17.01,1591,121.3,154.9,4.0,77.0,4375.0,1700.0,1475.0,2570.0,1458.3461457676958,1459.0579069277742,1250.0,1663.445324881141,5.2,236.0,185.39999999999998,0,4.0,175.14117647058825,465.0,10.5,10.5,196.0,5,8,9,86,13,4,4,3,409,1,1,55,450,3,49,0,0,8,12,4,13
1,2016,6374,69.81260057098365,500000,17.19,1197,81.86,114.73,4.0,72.6523747368421,3995.0,1760.0,1555.0,2570.0,1458.3461457676958,1459.0579069277742,1020.0,1663.445324881141,5.2,236.0,185.39999999999998,0,5.0,175.14117647058825,285.0,12.667795612627074,13.3,170.41,5,2,9,91,14,4,4,3,409,1,1,86,450,3,49,0,0,8,12,4,26
1,2012,680,3.0,720000,12.2,2499,80.0,19.0,4.0,72.6523747368421,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.62,236.0,185.39999999999998,15,5.0,175.14117647058825,361.810963801579,12.667795612627074,22.3,138.0,5,4,2,34,10,4,1,0,409,3,1,86,278,3,49,0,0,8,1,4,26
19,2017,1210,69.81260057098365,790000,26.0,1498,98.6,200.0,4.0,76.0,4440.0,1695.0,1495.0,2600.0,1480.0,1465.0,1165.0,1663.445324881141,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,16.0,10.0,175.0,5,8,8,63,70,4,1,3,423,1,1,14,468,3,23,3,0,21,12,4,26
2,2012,2359,2.5,645000,12.8,2494,102.0,20.4,4.0,72.6523747368421,4.0,1.0,1.0,2.0,1510.0,1510.0,1675.0,2300.0,5.4,236.0,185.39999999999998,15,5.0,175.14117647058825,361.810963801579,12.667795612627074,17.5,151.0,5,4,30,289,135,2,1,5,409,1,1,57,278,3,4,3,0,8,12,4,26
71,2014,1280,69.81260057098365,403000,17.4,1497,117.3,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1480.0,1465.0,1065.0,1663.445324881141,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,10.3,10.0,195.0,5,8,8,63,137,2,4,3,414,1,1,14,469,8,69,0,0,9,12,4,26
65,2015,1549,69.81260057098365,301000,18.9,1197,82.0,114.0,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,1663.445324881141,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,256.0,12.667795612627074,12.9,165.0,5,2,9,77,68,4,4,3,416,3,1,116,320,3,49,0,0,8,12,4,13
60,2007,1711,69.81260057098365,40000,17.92,1086,62.1,96.1,3.0,72.6523747368421,3565.0,1525.0,1590.0,2380.0,1315.0,1300.0,825.0,1663.445324881141,4.4,236.0,185.39999999999998,13,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,5,2,9,82,5,4,4,3,409,3,1,55,345,8,49,0,0,8,12,4,26
73,2019,5375,1.0,359000,23.01,999,67.0,91.0,3.0,72.6523747368421,3679.0,1579.0,1478.0,2422.0,1458.3461457676958,1459.0579069277742,730.0,1663.445324881141,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,300.0,12.667795612627074,13.9,155.8,5,2,27,238,106,5,4,3,420,1,1,110,344,3,53,0,0,8,12,4,26
27,2021,7463,69.81260057098365,511000,20.3,1086,68.05,99.0,4.0,72.6523747368421,3610.0,1645.0,1560.0,2400.0,1463.0,1481.0,1070.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,235.0,12.667795612627074,12.854019118869493,175.7024856765095,5,2,9,81,144,4,4,3,414,1,0,86,29,8,49,0,0,8,12,1,26
36,2017,5696,1.2,425000,18.6,1197,81.83,114.7,4.0,72.6523747368421,3985.0,1734.0,1505.0,2570.0,1505.0,1503.0,1066.0,1663.445324881141,5.2,236.0,185.39999999999998,0,5.0,175.14117647058825,295.0,12.667795612627074,13.2,170.0,5,2,9,90,157,2,4,3,409,1,1,8,320,3,49,0,0,8,12,4,13
84,2014,1549,69.81260057098365,277000,18.9,1197,82.0,114.0,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,1663.445324881141,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,256.0,12.667795612627074,12.9,165.0,5,2,9,77,82,2,4,3,414,1,1,116,320,3,49,0,0,8,12,4,13
32,2019,7045,69.81260057098365,750000,19.01,1462,103.26,138.0,4.0,74.0,4395.0,1735.0,1690.0,2740.0,1510.0,1520.0,1135.0,1730.0,5.2,236.0,185.39999999999998,0,5.0,175.14117647058825,209.0,10.5,12.854019118869493,175.7024856765095,5,4,20,165,105,4,4,5,430,1,1,57,300,3,49,0,0,8,12,4,26
47,2017,5042,69.81260057098365,551000,13.06,1598,102.53,148.0,4.0,72.6523747368421,4315.0,1822.0,1695.0,2673.0,1560.0,1567.0,1210.0,1770.0,5.2,236.0,185.39999999999998,0,5.0,175.14117647058825,475.0,12.667795612627074,11.5,160.0,5,7,27,236,175,4,4,3,409,1,1,110,309,3,49,0,0,14,12,4,13
35,2014,1188,69.81260057098365,254000,19.4,1198,86.8,109.0,4.0,72.6523747368421,3610.0,1680.0,1500.0,2345.0,1480.0,1465.0,925.0,1663.445324881141,4.5,236.0,185.39999999999998,0,5.0,175.14117647058825,175.0,12.667795612627074,14.5,164.0,5,2,8,61,223,2,4,3,422,1,1,116,475,8,64,0,0,8,12,4,26
28,2020,8948,69.81260057098365,1275000,19.264094886860857,1497,113.43,144.0,4.0,72.6523747368421,4315.0,1800.0,1645.0,2610.0,1458.3461457676958,1459.0579069277742,1400.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,433.0,12.667795612627074,12.854019118869493,175.7024856765095,5,7,13,107,143,2,4,3,409,1,0,84,362,3,55,0,0,104,12,1,23
5,2022,8328,8.0,1320000,16.5,1197,108.62,200.0,3.0,72.6523747368421,3995.0,1821.0,1627.0,2600.0,1458.3461457676958,1459.0579069277742,1450.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,5,7,17,146,20,2,4,3,409,1,0,138,53,3,49,3,0,21,12,4,23
28,2011,1571,69.81260057098365,270000,16.95,1197,78.9,111.8,4.0,71.0,3585.0,1595.0,1550.0,2380.0,1400.0,1385.0,990.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,13,4.0,175.14117647058825,361.810963801579,10.5,12.854019118869493,175.7024856765095,5,2,9,89,45,2,4,3,413,1,0,110,229,4,49,0,0,5,12,4,26
20,2023,8777,2.0,2000000,19.264094886860857,1998,167.67,350.0,4.0,72.6523747368421,4405.0,1818.0,1640.0,2636.0,1458.3461457676958,1459.0579069277742,1655.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,18,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,5,7,12,102,21,4,1,3,409,1,0,55,128,3,49,3,0,85,12,4,26
33,2020,6133,250.0,7900000,15.8,1997,247.0,365.0,4.0,83.0,4797.0,2145.0,1665.0,2874.0,1641.0,1654.0,1874.0,2470.0,6.036145117945655,236.0,185.39999999999998,19,4.0,175.14117647058825,558.0,10.5,6.7,217.0,5,7,14,116,73,2,4,3,414,3,0,8,379,3,4,3,0,67,9,4,26
46,2014,1570,69.81260057098365,254999,20.36,1197,78.9,111.8,4.0,71.0,3585.0,1595.0,1550.0,2380.0,1400.0,1385.0,960.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,13,4.0,175.14117647058825,361.810963801579,10.5,12.854019118869493,175.7024856765095,5,2,9,89,100,2,4,3,409,1,1,83,229,3,49,0,0,8,12,4,26
2,2021,8093,6.0,3450000,12.4,1996,215.01,480.0,4.0,72.6523747368421,4985.0,1926.0,1867.0,2950.0,1458.3461457676958,1459.0579069277742,2235.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,19,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,5,7,16,121,37,2,1,4,423,1,0,8,235,3,49,2,0,73,4,4,26
28,2018,6543,69.81260057098365,535000,22.0,1197,81.8,113.0,4.0,73.0,3840.0,1735.0,1530.0,2450.0,1520.0,1520.0,880.0,1315.0,4.8,236.0,185.39999999999998,15,5.0,175.14117647058825,268.0,12.667795612627074,12.854019118869493,175.7024856765095,5,2,20,179,227,2,4,3,409,1,0,110,449,3,53,0,0,7,12,4,13
32,2015,6503,69.81260057098365,440000,18.2,1199,88.7,110.0,4.0,72.6523747368421,3955.0,1694.0,1544.0,2530.0,1458.3461457676958,1459.0579069277742,1064.0,1663.445324881141,5.1,236.0,185.39999999999998,15,5.0,175.14117647058825,354.0,12.667795612627074,13.7,172.0,5,2,8,66,49,2,4,3,409,1,0,138,476,8,64,0,0,8,12,4,26
45,2009,4224,69.81260057098365,225000,17.5,1298,85.8,114.0,4.0,74.0,4160.0,1690.0,1530.0,2390.0,1470.0,1480.0,1025.0,1663.445324881141,4.7,236.0,185.39999999999998,14,4.0,175.14117647058825,464.0,9.0,12.854019118869493,175.7024856765095,5,8,20,180,95,2,4,3,413,1,1,50,278,8,49,0,0,8,0,4,26
